,group,names,scores,logfoldchanges,pvals,pvals_adj
0,treated,TOMM7,29.828402,1.2503827,1.673589101571258e-195,1.280031411791238e-192
1,treated,YES,29.598537,3.7430089,1.560406362989124e-192,9.859054463894762e-190
2,treated,RPS20,28.743666,0.92448515,1.0869015434263497e-181,4.387459230297698e-179
3,treated,RPL37A,28.629206,0.8557514,2.910015335365202e-180,1.1429281852304627e-177
4,treated,RPS12,28.53942,0.9860278,3.8008818515919485e-179,1.4535372386140577e-176
5,treated,RPL28,27.569817,0.8186207,2.5612556198576318e-167,7.595952381177777e-165
6,treated,RPS28,27.386736,0.80840576,3.9460919116274415e-165,1.0819737294296222e-162
7,treated,NCL,27.086767,2.264113,1.4098753500517324e-161,3.414718097825296e-159
8,treated,RPS8,26.982016,0.79401886,2.4029640758444855e-160,5.4562303047143845e-158
9,treated,RPL35,26.869713,0.67756665,4.963516545152514e-159,1.1096895759100975e-156
10,treated,RPS16,26.730852,0.7351225,2.0619068334040303e-157,4.539943955004146e-155
11,treated,ENOSF,26.271463,3.2236876,4.064557130823902e-152,8.091252633579854e-150
12,treated,RPL37,26.141163,0.79984254,1.242076266865513e-150,2.374980567117057e-148
13,treated,RPS2,25.957207,0.71215194,1.5077162733397627e-148,2.845471803139407e-146
14,treated,RPS23,25.85805,0.6484112,1.9753936171081406e-147,3.6400727897947756e-145
15,treated,RPS27,25.557003,0.68556577,4.58976392318398e-144,7.940291587108286e-142
16,treated,TPT,24.755787,0.909501,2.6858970183410404e-135,4.06577661151375e-133
17,treated,ATP5E,24.275434,0.7412985,3.56349168331369e-130,4.839687957188275e-128
18,treated,MT-ND4L,24.261616,2.2745543,4.9861704497820985e-130,6.647617337269124e-128
19,treated,DMKN,23.842201,2.6950178,1.2199965550912488e-125,1.453195896605412e-123
20,treated,C14orf2,23.672873,1.0314552,6.863545941331267e-124,7.853625954285509e-122
21,treated,THOC,23.14884,3.048075,1.4934199912738724e-118,1.5176489030204135e-116
22,treated,DDX24,22.533266,2.2035384,1.959611153495134e-112,1.825453159140467e-110
23,treated,RPL8,22.387463,0.48548773,5.2145057882594276e-111,4.706658268011553e-109
24,treated,RPL7A,22.314121,0.85506845,2.6948463287762343e-110,2.4134340964541653e-108
25,treated,USP14,22.20202,2.0912418,3.2834818293613746e-109,2.790383505513421e-107
26,treated,RPL18,22.191168,0.5138004,4.1798918258064177e-109,3.5315225588731895e-107
27,treated,TOMM20,21.882708,0.9550322,3.796193992633848e-106,3.0311148956568723e-104
28,treated,RPL12,21.830938,0.72968316,1.179737641021209e-105,9.317362717021852e-104
29,treated,RPL38,21.35773,0.57672584,3.3047359203538244e-101,2.437787938811258e-99
30,treated,RPS6,21.284931,0.5238606,1.5657828167893274e-100,1.149189691595076e-98
31,treated,NAP1L,21.02615,1.0183144,3.781192323464329e-98,2.6417445598357514e-96
32,treated,RPS15A,20.99076,0.5080954,7.966081801790791e-98,5.53890434180018e-96
33,treated,MYEOV,20.96036,6.8418393,1.509429957506326e-97,1.0445255305943776e-95
34,treated,RPL3,20.882637,0.6338331,7.702057667119397e-97,5.181773241600883e-95
35,treated,RPS,20.812532,0.46735668,3.332635462546051e-96,2.1717425355031038e-94
36,treated,SEC61B,20.807074,0.79708713,3.734626188504143e-96,2.4228387397920626e-94
37,treated,SON,20.54937,1.4806426,7.796733594089557e-94,4.862752471644183e-92
38,treated,DDX18,20.47839,1.7757477,3.355696804654678e-93,2.066312964628889e-91
39,treated,SET,19.947077,1.3618807,1.589112874906936e-88,8.814117671048699e-87
40,treated,RNF19A,19.699688,2.1873124,2.169514043498838e-86,1.1720214899674765e-84
41,treated,RPS2,19.530966,0.48080626,5.989660746040927e-85,3.165154544053336e-83
42,treated,RPL4,19.463556,0.4766029,2.2370709890612046e-84,1.1693926479509866e-82
43,treated,TAX1BP,19.443537,1.2102876,3.3057278670420135e-84,1.721822127736722e-82
44,treated,DPM3,19.412798,1.0077878,6.015970447725396e-84,3.111177314816564e-82
45,treated,UBA52,19.333593,0.43188265,2.802046322857354e-83,1.433779477597291e-81
46,treated,RPL36,19.251356,0.37934217,1.3751781958114566e-82,6.987443895640591e-81
47,treated,KIF,19.050547,1.4834146,6.5020683488279505e-81,3.181416068860868e-79
48,treated,RPL24,19.00464,0.4357089,1.5611115081839099e-80,7.587315196297184e-79
49,treated,SLC38A,18.860657,1.3678496,2.402186883328643e-79,1.1559132380308555e-77
50,treated,CHCHD2,18.824188,0.75343496,4.78481892861325e-79,2.2948181079408497e-77
51,treated,RPL,18.705145,0.35943392,4.49505031296586e-78,2.100388139807713e-76
52,treated,PRRC2C,18.665577,1.0106791,9.435112473578326e-78,4.366594091275166e-76
53,treated,PRKDC,18.552668,1.8261024,7.760317658727117e-77,3.4914221738892406e-75
54,treated,EIF5B,18.395405,1.3187073,1.4299105523892227e-75,6.315945333531971e-74
55,treated,NDUFV3,18.349028,0.8865983,3.360765529430204e-75,1.4710435142674616e-73
56,treated,RPS,18.181585,0.5358342,7.221645300200088e-74,3.0317947732885434e-72
57,treated,RPL27A,18.18145,0.4276709,7.239421871257394e-74,3.0317947732885434e-72
58,treated,EEF1B2,18.089235,0.50448054,3.874259683817385e-73,1.5814815091357935e-71
59,treated,TOMM5,18.032814,1.191827,1.0766904480523993e-72,4.3342009947638415e-71
60,treated,SYAP,17.96635,1.5020473,3.5747592413074073e-72,1.415487773696982e-70
61,treated,NUCKS,17.886202,1.3791136,1.5106214615898544e-71,5.901169645113915e-70
62,treated,RPL22,17.745993,0.4603721,1.8510277484982303e-70,7.154025330100075e-69
63,treated,HINT,17.717007,0.68814445,3.0997563740530763e-70,1.1948450829639073e-68
64,treated,RNMT,17.637465,1.2974237,1.2703468791312456e-69,4.820021109017039e-68
65,treated,RPL30,17.55253,0.35573465,5.688857031708111e-69,2.1306822264119143e-67
66,treated,GOLGA4,17.544981,1.1658877,6.497550698890651e-69,2.4210873527251008e-67
67,treated,RPL13A,17.503052,0.4181613,1.3579339605189655e-68,5.04693000364747e-67
68,treated,TPR,17.457552,1.1956059,3.015952066581448e-68,1.1152115885893538e-66
69,treated,CHCHD,17.242046,1.0198835,1.2840840810637203e-66,4.607483917535304e-65
70,treated,S100A13,17.164864,0.97615355,4.866180152300465e-66,1.7247641456885454e-64
71,treated,NDUFB,16.985626,0.99912494,1.0492884093557401e-64,3.596287538857928e-63
72,treated,SRRM,16.79277,1.0042962,2.7567128765623257e-63,9.063473195068715e-62
73,treated,ATPIF,16.785625,0.8489191,3.1093858255311e-63,1.0199908536482605e-61
74,treated,TMA7,16.711678,0.7109612,1.0775999766972817e-62,3.519029856486494e-61
75,treated,UQCR11-,16.489567,0.6413834,4.360597092308727e-61,1.3656938996860006e-59
76,treated,SOD,16.476963,0.7855724,5.371707033887477e-61,1.6751426312543525e-59
77,treated,TCEB2,16.3199,0.7063704,7.125147555206007e-60,2.161641842844545e-58
78,treated,SMC5,16.247234,1.9514221,2.336700758807259e-59,6.972676679052789e-58
79,treated,LARS,16.176052,1.4869516,7.4416688321480735e-59,2.1891160216351376e-57
80,treated,RPS24,16.106756,0.35498017,2.2871399006032384e-58,6.674039565374752e-57
81,treated,EIF3A,16.07049,1.1764563,4.1082790847177414e-58,1.1940302331823644e-56
82,treated,MRPL55,16.034697,1.1048889,7.314077717888448e-58,2.1130850377008932e-56
83,treated,GOLGB,15.970995,1.6896119,2.0351338611465753e-57,5.833247587807106e-56
84,treated,RPL27,15.708238,0.35528633,1.3282112710628422e-55,3.6976180442692e-54
85,treated,UQCR10,15.666174,0.7817661,2.576266246956958e-55,7.117547737790591e-54
86,treated,LY6K,15.613258,0.88041663,5.913760013752846e-55,1.6201435750996915e-53
87,treated,RPL23,15.544772,0.40773714,1.7263609576832596e-54,4.689248119075351e-53
88,treated,RPL36AL,15.501091,0.4924958,3.410496828723755e-54,9.212144965615914e-53
89,treated,DDX2,15.44912,0.97966594,7.648110990134538e-54,2.054387225667932e-52
90,treated,EPRS,15.407663,1.3682753,1.4537407253408652e-53,3.876286279018982e-52
91,treated,SUPT16H,15.37733,2.079101,2.323342193357168e-53,6.138692500702975e-52
92,treated,NACA,15.338031,0.36099362,4.259224098733109e-53,1.1092301900141496e-51
93,treated,SNHG8,15.329065,0.7963904,4.889728878844796e-53,1.2688846440602247e-51
94,treated,WBP,15.326571,1.0411446,5.081098469716124e-53,1.3138527217422545e-51
95,treated,RPS13,15.278172,0.33167124,1.0689761728454654e-52,2.725326621717597e-51
96,treated,RP11-304L19.5,15.233885,1.2217721,2.1069218137455262e-52,5.324832660408694e-51
97,treated,PA2G4,15.165937,1.0319998,5.9444514528968244e-52,1.4817284479158945e-50
98,treated,C19orf53,15.096372,0.5682416,1.7109290825492232e-51,4.228439018300223e-50
99,treated,RPL36A,15.053028,0.42925146,3.297875281709867e-51,8.068135285152826e-50
100,treated,RPS15,15.040288,0.37336075,3.9980827153951664e-51,9.715742143833205e-50
101,treated,UQCRQ,15.03867,0.64132726,4.096989527959964e-51,9.93947442743142e-50
102,treated,POLR2I,14.907291,0.6480128,2.955000407731001e-50,6.971114598238135e-49
103,treated,LCN2,14.785417,1.8877109,1.8192768766058208e-49,4.163422294619809e-48
104,treated,TAF1D,14.755353,0.8496794,2.842019879160656e-49,6.463260232232026e-48
105,treated,TMEM26,14.724547,0.83468366,4.484645480269715e-49,1.0104010561128604e-47
106,treated,NDUFB2,14.658486,0.6541661,1.1889309412897771e-48,2.6540006818468573e-47
107,treated,PAPOLA,14.595056,1.0201017,3.019665844727184e-48,6.699509016118388e-47
108,treated,USP16,14.590135,1.1843708,3.2455592783716446e-48,7.189705401417187e-47
109,treated,HSP90AA,14.548544,0.87848675,5.965953311777771e-48,1.3155877621662301e-46
110,treated,YME1L,14.497988,1.2991505,1.2475413538773157e-47,2.7427036239856505e-46
111,treated,RBM3,14.492393,0.77688074,1.353448986369218e-47,2.9710454184165372e-46
112,treated,MT-ATP6,14.466912,0.97257274,1.9607875934382157e-47,4.291289956000625e-46
113,treated,RPL3,14.3523855,0.37274,1.0293477133992381e-46,2.2127930430647525e-45
114,treated,SIVA,14.265833,0.88946545,3.572991436313279e-46,7.546905748910548e-45
115,treated,CTCFL,14.247363,1.2895111,4.655289377574554e-46,9.818674199552021e-45
116,treated,RANBP2,14.222961,2.3782818,6.599973960244615e-46,1.3859945316513692e-44
117,treated,UBL5,14.219659,0.6074888,6.918983336365195e-46,1.4508898390196107e-44
118,treated,RPS14,14.178067,0.29223073,1.2524841066633075e-45,2.6151004364987334e-44
119,treated,ZFAS,14.168226,0.6773201,1.4409508823246674e-45,2.9914140317060095e-44
120,treated,SNRPE,14.126635,0.63390476,2.602882694208619e-45,5.372882288670404e-44
121,treated,ZRANB2,14.111333,1.2317773,3.234056197265826e-45,6.666284348747091e-44
122,treated,RBP7,14.070147,0.91513586,5.794908691618526e-45,1.1860790578394425e-43
123,treated,GPX4,14.013052,0.43023628,1.2970908359097372e-44,2.6399613483809945e-43
124,treated,MYEOV2,13.923197,0.82064515,4.579560814044028e-44,9.21747614261604e-43
125,treated,TPM3,13.802333,0.69569707,2.46735342445782e-43,4.884956398395237e-42
126,treated,ISCA,13.699805,0.8650352,1.0179709354053434e-42,1.999074815312223e-41
127,treated,NUFIP2,13.676751,1.5589423,1.3980004103065547e-42,2.737970614902271e-41
128,treated,COX5B,13.670887,0.5047894,1.515367281642426e-42,2.963838134162549e-41
129,treated,SERBP,13.638666,0.551007,2.3583591486284378e-42,4.5817747523888313e-41
130,treated,PRPF4B,13.54881,1.3208227,8.052450732632954e-42,1.5437759109053046e-40
131,treated,SMIM4,13.378806,1.2970439,8.042840750596877e-41,1.5022951386590465e-39
132,treated,GPATCH4,13.377525,1.0798497,8.182610617566121e-41,1.526440275923888e-39
133,treated,UQCRH,13.32515,0.4008989,1.6530132728320447e-40,3.063978173570826e-39
134,treated,C12orf57,13.312073,0.6808877,1.969424521064303e-40,3.631938723363763e-39
135,treated,ANP32E,13.306342,1.2559146,2.126388630725504e-40,3.916435941914199e-39
136,treated,SRPK,13.301759,1.0752319,2.260867300319636e-40,4.1588510896512594e-39
137,treated,DHX,13.217027,1.3924278,6.997599038420223e-40,1.2647899157502823e-38
138,treated,RPL32,13.18676,0.28499374,1.0458418510922369e-39,1.8832929095504819e-38
139,treated,MORF4L,13.171122,0.7230209,1.2867215340871334e-39,2.3113272352724625e-38
140,treated,ASH1L,13.033069,1.107162,7.935049413731797e-39,1.3926586724680007e-37
141,treated,EPC,12.987231,1.2552713,1.4456259604023937e-38,2.5128990976755487e-37
142,treated,RPL5,12.974423,0.3187036,1.7087648306081376e-38,2.9561631569520782e-37
143,treated,NOP56,12.946651,0.9173822,2.4542765799518924e-38,4.220774823652178e-37
144,treated,COX7C,12.924339,0.42511728,3.281024856877705e-38,5.6160015571433225e-37
145,treated,DSP,12.920362,0.8928085,3.4551069477468197e-38,5.900072169759904e-37
146,treated,RPL,12.796668,0.27518067,1.7113808459195795e-37,2.868487480150326e-36
147,treated,SLPI,12.783658,1.2120775,2.0232462796895024e-37,3.383407932847854e-36
148,treated,EIF3J,12.779951,0.897367,2.1220400770655856e-37,3.5445386666571366e-36
149,treated,HSP90B,12.746786,0.8159117,3.248656083640309e-37,5.389208927792348e-36
150,treated,ATP5I,12.511193,0.5910686,6.484251510438571e-36,1.041205999444125e-34
151,treated,MT-CO3,12.357637,0.77293503,4.4298601768507303e-35,6.951914480560996e-34
152,treated,NDUFS6,12.3490095,0.54861635,4.931510927144636e-35,7.722491033757097e-34
153,treated,COX14,12.339909,0.66821915,5.52183034800789e-35,8.600561480948623e-34
154,treated,BPTF,12.314294,1.2577574,7.587648515630884e-35,1.1742673932816616e-33
155,treated,EZR,12.146986,0.812555,5.951941732039211e-34,8.981684034267271e-33
156,treated,CMSS,12.100542,0.89178693,1.0491636106358116e-33,1.5717985144082077e-32
157,treated,PFDN2,12.075331,0.56038326,1.4258910775162253e-33,2.1296042280026502e-32
158,treated,MRPS16,12.071894,0.5118894,1.4867386226577275e-33,2.2159267348166254e-32
159,treated,XRN2,12.045604,0.80321175,2.0457235687323945e-33,3.0397193150121835e-32
160,treated,CEBPZ,12.008192,1.2549913,3.2180210683303234e-33,4.7573023565591315e-32
161,treated,REL,11.920426,1.0799477,9.263287082808827e-33,1.35426647774022e-31
162,treated,U2SURP,11.919483,1.0322692,9.368810313313343e-33,1.3683171002318541e-31
163,treated,MRPL54,11.91773,0.98034364,9.567959122836177e-33,1.3959998190065797e-31
164,treated,ATF6,11.890025,1.7093073,1.3336578688778872e-32,1.9380716150533457e-31
165,treated,MT-ND,11.837245,0.7221736,2.5054912389660444e-32,3.6049305628370846e-31
166,treated,DHX36,11.783116,1.2150673,4.7696684700904383e-32,6.835584044117776e-31
167,treated,RPL2,11.767275,0.28640872,5.755372645452847e-32,8.215822719422472e-31
168,treated,RPLP0,11.753186,0.2935202,6.800507481351276e-32,9.66031033421278e-31
169,treated,RPL2,11.712944,0.2735565,1.0941361842622396e-31,1.542190788525593e-30
170,treated,H2AFJ,11.688542,0.6759126,1.4586928893332091e-31,2.0500701226102703e-30
171,treated,RPS,11.683688,0.2573368,1.5444496126668508e-31,2.1664036458759342e-30
172,treated,LAMTOR4,11.668724,0.5316603,1.8416492544770514e-31,2.573350669813511e-30
173,treated,NSA2,11.667915,0.83911455,1.8592410240736744e-31,2.5954361730872848e-30
174,treated,EIF3B,11.652411,1.4134588,2.230570514536393e-31,3.1048516012684737e-30
175,treated,H3F3A,11.620325,0.5025029,3.2489907762990087e-31,4.505184538280266e-30
176,treated,DNM1L,11.613517,1.2277242,3.5184231928489037e-31,4.8694976989028825e-30
177,treated,CEP350,11.595384,1.3604344,4.3491257772654935e-31,6.007746748595261e-30
178,treated,SMIM22,11.579071,1.0503886,5.261324681891267e-31,7.233450357355145e-30
179,treated,ATOX,11.542198,0.5560187,8.083252264672144e-31,1.108168131228449e-29
180,treated,RPS26,11.392147,0.5629784,4.575717994854006e-30,6.128510036978655e-29
181,treated,ANKRD,11.333435,1.3012308,8.962001191209865e-30,1.191544385275954e-28
182,treated,GOLGA2,11.303775,1.0613323,1.2569594491152832e-29,1.6605577013221177e-28
183,treated,ZNF33,11.294405,1.4423486,1.3984747702494783e-29,1.8441592886810724e-28
184,treated,MRPS2,11.286181,0.40637448,1.5356425970939353e-29,2.021373027261691e-28
185,treated,RPS27A,11.280722,0.17357531,1.6340049400542415e-29,2.141150567075585e-28
186,treated,HORMAD,11.244725,0.74519795,2.45860778762359e-29,3.207225167840755e-28
187,treated,RAC,11.236838,1.0823944,2.688382556610372e-29,3.5033520968326433e-28
188,treated,KIAA0020,11.230772,1.0772156,2.879521838223711e-29,3.746214087114321e-28
189,treated,MTPN,11.229693,1.0816283,2.914886869093733e-29,3.788831483154752e-28
190,treated,GRINA,11.212167,0.99521035,3.553841086071663e-29,4.60699542040976e-28
191,treated,TTC3,11.189652,0.8518721,4.582248896528846e-29,5.919043641276195e-28
192,treated,MBD4,11.171385,1.129638,5.629612480915327e-29,7.246193850545752e-28
193,treated,RFC,11.150151,1.1197822,7.148463227835039e-29,9.16870852841119e-28
194,treated,CCNK,11.143747,2.199345,7.681737530391329e-29,9.83533125917593e-28
195,treated,RP13-582O9.5,11.122312,1.1525147,9.770692561588212e-29,1.2455061781140342e-27
196,treated,ASCC3,11.111999,2.242442,1.0967728222171451e-28,1.3932082738163944e-27
197,treated,DBI,11.10883,0.7238629,1.136385619439399e-28,1.441008361404306e-27
198,treated,NARS,11.064879,0.5943634,1.8571163181454306e-28,2.3386147604236914e-27
199,treated,ANKRD62,11.05005,1.5204391,2.1909284652073685e-28,2.7565863598609073e-27
200,treated,SCAF,11.011223,0.928888,3.373931317910474e-28,4.190595718963676e-27
201,treated,CHCHD5,11.001381,1.016479,3.763233139387695e-28,4.658203064870697e-27
202,treated,LAMTOR2,10.971182,0.45229965,5.258036128151768e-28,6.48639906742797e-27
203,treated,ANKRD12,10.959992,0.79121405,5.950435010630823e-28,7.308796755491905e-27
204,treated,PNN,10.952645,0.79755896,6.453521075111394e-28,7.880888089371326e-27
205,treated,PKN2,10.916783,1.7454641,9.58294789301511e-28,1.1663266229589246e-26
206,treated,ARID5B,10.914559,1.4707566,9.82045452749293e-28,1.1932344915846762e-26
207,treated,C19orf70,10.78864,0.4666475,3.8950928472781345e-27,4.654892208605744e-26
208,treated,ROMO,10.751296,0.56081,5.8434640317509136e-27,6.954727216167426e-26
209,treated,TIMM8B,10.725748,0.6447934,7.706071695420093e-27,9.10444177868657e-26
210,treated,SPTAN,10.68564,1.7890908,1.1882609922003321e-26,1.397071904421944e-25
211,treated,CLINT,10.677215,1.3365953,1.3011762520584352e-26,1.5261253668210798e-25
212,treated,ST13,10.642769,0.46127683,1.884450025390118e-26,2.1960567577361022e-25
213,treated,SF3B2,10.619985,0.5715316,2.406006492612304e-26,2.7902187789019414e-25
214,treated,CPNE3,10.617625,0.90146154,2.4675841314616492e-26,2.855010557197507e-25
215,treated,SAT,10.5119295,0.7592495,7.612034286559618e-26,8.661751987721699e-25
216,treated,RIOK3,10.511862,1.0637048,7.617478007368794e-26,8.661751987721699e-25
217,treated,SNHG15,10.502626,0.70793843,8.400933536249753e-26,9.537684855373547e-25
218,treated,NHP2L,10.4195795,0.4010552,2.0184337171995592e-25,2.261517253534618e-24
219,treated,LINC00116,10.392212,1.2687048,2.690405115743264e-25,2.998233676532294e-24
220,treated,TOR1AIP2,10.378123,1.0958867,3.118443962830388e-25,3.469925548840061e-24
221,treated,SLC27A5,10.325882,1.0419165,5.3821855112967185e-25,5.947826604575203e-24
222,treated,NR4A3,10.313546,1.7847195,6.120046028814159e-25,6.737614309903587e-24
223,treated,VCL,10.306334,0.9636727,6.597026821925021e-25,7.257228900546133e-24
224,treated,PTBP3,10.265349,1.3843013,1.0095496548733636e-24,1.0997582897016281e-23
225,treated,EIF2S2,10.251126,0.54688543,1.1697268617204902e-24,1.2704387708910437e-23
226,treated,EIF1AX,10.212973,0.5898045,1.7346674731472076e-24,1.867273164427794e-23
227,treated,TIMM13,10.207378,0.5756657,1.8376333395145123e-24,1.973724145589423e-23
228,treated,UXT,10.167001,0.37186733,2.783484235019614e-24,2.972049441829907e-23
229,treated,SMC3,10.166124,1.1381938,2.8086308264241273e-24,2.9966977363873284e-23
230,treated,HDLBP,10.151766,0.7611433,3.2541992345910595e-24,3.467010504184551e-23
231,treated,NDUFB7,10.13943,0.42249215,3.692460027786141e-24,3.9281719709947436e-23
232,treated,RBM25,10.061304,0.7372923,8.190602328078121e-24,8.618814846606173e-23
233,treated,RPL,10.01641,0.2137581,1.2910732545817049e-23,1.3497752903295925e-22
234,treated,MIEN,9.99093,0.6372905,1.67007666263732e-23,1.7347787034628689e-22
235,treated,JMJD1C,9.970707,0.8329771,2.0476526190351484e-23,2.1178994918020485e-22
236,treated,YBX3,9.957428,0.6898886,2.340392204070262e-23,2.410388342278458e-22
237,treated,NDUFC,9.955069,0.51569784,2.396575002733473e-23,2.4665033951645066e-22
238,treated,CWC15,9.952709,0.55503803,2.4540929798677146e-23,2.5239121856643755e-22
239,treated,SRP72,9.928982,0.52401227,3.114198815183569e-23,3.187009660721664e-22
240,treated,MRPL20,9.836295,0.5187425,7.8550362208531e-23,7.894148434400916e-22
241,treated,ARL4A,9.823083,1.6959982,8.956170393356463e-23,8.99454513864935e-22
242,treated,MRPL14,9.785335,0.45521766,1.301643369325885e-22,1.3018225356533904e-21
243,treated,YWHAZ,9.781762,0.42635638,1.3484268675631667e-22,1.346758710613604e-21
244,treated,COX7A2,9.77401,0.34311026,1.4557386687839434e-22,1.4519419584604161e-21
245,treated,SPEN,9.751361,2.592706,1.8201232311462845e-22,1.8054628529022394e-21
246,treated,CENPF,9.741182,1.9339396,2.0120048471179907e-22,1.994437546952158e-21
247,treated,BROX,9.721094,1.3245789,2.4513295826807424e-22,2.4200218407280265e-21
248,treated,IFT20,9.685974,0.54812115,3.4589411031900408e-22,3.3963062237538966e-21
249,treated,METAP2,9.677144,0.8078044,3.771033337958429e-22,3.692766608302688e-21
250,treated,RPSA,9.666291,0.26446778,4.1929857123700016e-22,4.092173832918795e-21
251,treated,GNL3,9.660831,0.7443124,4.422611534879988e-22,4.310488988925284e-21
252,treated,SLC7A5,9.636227,1.3395022,5.621627686441431e-22,5.4571471970184946e-21
253,treated,DDX46,9.631441,0.81344104,5.889760486505378e-22,5.713618116815498e-21
254,treated,MT-ND3,9.586143,0.655359,9.143979432786505e-22,8.805852161514479e-21
255,treated,LBR,9.578795,2.1784658,9.818357835095331e-22,9.424067110938266e-21
256,treated,BOLA,9.577515,0.6270259,9.940846089988337e-22,9.535338308891783e-21
257,treated,CISD,9.483952,2.1198516,2.448317421096504e-21,2.305829472674945e-20
258,treated,POLR2F,9.432249,0.549344,4.013871722382021e-21,3.748687909360895e-20
259,treated,PLIN2,9.423217,0.946397,4.374761608864121e-21,4.077872719692971e-20
260,treated,NDUFA,9.41142,0.33137473,4.894778054822778e-21,4.5538357677775034e-20
261,treated,FAM120A,9.372795,1.2125741,7.063658631163087e-21,6.525688952832929e-20
262,treated,FBL,9.34381,0.3952197,9.292888270842484e-21,8.5471045792331e-20
263,treated,DLGAP1-AS,9.336125,1.253919,9.992429675853721e-21,9.178886728793063e-20
264,treated,UBE2K,9.289478,0.5886238,1.5504614360838593e-20,1.4126210400733946e-19
265,treated,TMOD3,9.26993,1.4291193,1.8626802673486132e-20,1.693896723724033e-19
266,treated,RBM27,9.265819,1.3838058,1.9358742142694902e-20,1.7582577551102646e-19
267,treated,SEC31A,9.218295,1.1195832,3.018609869794305e-20,2.724623517257816e-19
268,treated,HSP90AB,9.180951,0.47680673,4.273007388551716e-20,3.793240279195695e-19
269,treated,BCLAF,9.171986,1.0362697,4.643845705476736e-20,4.1123927965867107e-19
270,treated,ZNF106,9.160661,1.8306398,5.158033925415811e-20,4.55386081434645e-19
271,treated,HDGF,9.15992,0.60088843,5.1935989129142494e-20,4.582475980720696e-19
272,treated,MRPS15,9.1317425,0.427266,6.740522151155698e-20,5.911482673542221e-19
273,treated,NRD,9.121564,0.83786803,7.404770718431495e-20,6.462830515330119e-19
274,treated,C8orf33,9.024968,0.85328424,1.7974776036779132e-19,1.5365261492145549e-18
275,treated,ANAPC,9.006566,0.41773692,2.1261027231953066e-19,1.8099897348256704e-18
276,treated,MUC,9.00515,1.8508184,2.1537114194710676e-19,1.830276862441728e-18
277,treated,U2AF,8.942798,0.45501995,3.7944134502638765e-19,3.181789743752721e-18
278,treated,NTMT,8.934102,0.64834505,4.104999436206665e-19,3.4343035006882705e-18
279,treated,FTL,8.902689,0.5462467,5.450959278630416e-19,4.5264765849746974e-18
280,treated,XPO,8.871277,1.2666967,7.23118174100731e-19,5.974049633900979e-18
281,treated,ATP5L,8.868446,0.2548461,7.41738030361082e-19,6.124396055231388e-18
282,treated,GCC2,8.861907,1.5115112,7.865701777778431e-19,6.479840035979374e-18
283,treated,UPF2,8.823012,0.99329686,1.1142076373688717e-18,9.091333737363529e-18
284,treated,ZFAT,8.78796,3.8946676,1.5229977496942976e-18,1.2364359384669013e-17
285,treated,AKR1A,8.785601,0.56087273,1.555307295454664e-18,1.2619612293437842e-17
286,treated,CASC8,8.766794,1.4840934,1.8382556397966486e-18,1.4840850531958277e-17
287,treated,EIF4B,8.755874,0.41493675,2.025280236015449e-18,1.627841393239851e-17
288,treated,VPS28,8.743673,0.3952701,2.2565192602383693e-18,1.8106978404077296e-17
289,treated,EIF4G,8.72945,0.95684606,2.5591442319917208e-18,2.0490073817798176e-17
290,treated,HLTF,8.72891,1.6150659,2.57137436695015e-18,2.0576658755792717e-17
291,treated,LAMTOR5,8.723923,0.38201794,2.68727403958218e-18,2.146864559824532e-17
292,treated,MKKS,8.701947,0.7794144,3.2623729197563024e-18,2.590644987426152e-17
293,treated,LMAN,8.675052,0.54590255,4.133641171636516e-18,3.2611331979490693e-17
294,treated,ENAH,8.668512,0.8602719,4.3780141822907424e-18,3.444575100002657e-17
295,treated,DDX3X,8.644987,0.8509772,5.381134563051536e-18,4.206489912332702e-17
296,treated,RSRC2,8.634269,0.6478776,5.910364497900757e-18,4.597934522670974e-17
297,treated,COPA,8.628135,0.71032536,6.236040642268512e-18,4.843513768757136e-17
298,treated,NSRP,8.618428,0.84253514,6.787937919062229e-18,5.2693543717848454e-17
299,treated,NDUFB,8.593824,0.34574062,8.41216792857948e-18,6.502426826495585e-17
300,treated,COX17,8.585601,0.4574892,9.036324591604249e-18,6.973758309357034e-17
301,treated,ABCF,8.56713,0.75494224,1.060956228569916e-17,8.166216055920561e-17
302,treated,RP11-295G20.2,8.554728,0.93212247,1.1814762472510326e-17,9.055491996335445e-17
303,treated,MT-ND6,8.544751,1.4695859,1.288137762135224e-17,9.852219978604777e-17
304,treated,AKAP,8.5401,0.70292026,1.3410600692311392e-17,1.0251596489251403e-16
305,treated,KLHL18,8.472489,1.168221,2.4020400007331644e-17,1.8105002744115327e-16
306,treated,MRPL2,8.452671,0.45392388,2.847128294570602e-17,2.1338044547034547e-16
307,treated,CHD,8.450851,1.3046393,2.891868952442678e-17,2.1662185369534534e-16
308,treated,GPATCH2,8.444582,1.4984133,3.051350107669613e-17,2.283327485306633e-16
309,treated,MRP63,8.433662,0.37373653,3.350134968281607e-17,2.5030417151191936e-16
310,treated,SMC1A,8.402924,1.2872353,4.354974762138152e-17,3.2305509567836463e-16
311,treated,AHI,8.360389,1.2548016,6.251174945384083e-17,4.6042612420842115e-16
312,treated,PRRC2B,8.350346,1.2520819,6.806372698073698e-17,4.997989289964981e-16
313,treated,IQGAP,8.34684,1.1462712,7.01136010488582e-17,5.143315751852637e-16
314,treated,HLA-B,8.3086195,0.8009431,9.682187648584379e-17,7.052709318758306e-16
